	Gene > Systematic Name	Gene > Phenotypes > Mutant Type	Gene > Phenotypes > Strain Background	Gene > Phenotypes > Experiment Type	Gene > Phenotypes > Observable	Gene > Phenotypes > Qualifier	Gene > Phenotypes > Chemical	Gene > Phenotypes > Condition	Gene > Phenotypes > Details
72481	YGR122W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
72527	YGR125W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
72573	YGR129W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
73303	YGR161C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
73436	YGR163W		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
73950	YGR180C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
74431	YGR200C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
74563	YGR206W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
75240	YGR229C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
75955	YGR261C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
76017	YGR262C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
76726	YJL004C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
77274	YJL029C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
78697	YJL095W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
79836	YJL129C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
79942	YJL134W		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
80087	YJL139C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
80480	YJL154C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
80727	YJL165C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
80818	YJL168C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
81160	YJL179W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
81215	YJL180C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
82610	YJR033C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
82769	YJR040W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
83465	YJR066W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
83691	YJR074W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
83801	YJR077C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
84127	YJR094W-A		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
84501	YJR104C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
85021	YJR122W		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
85274	YJR139C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
85965	YLL020C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
86558	YLL042C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
88268	YLR055C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
88491	YLR058C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
88634	YLR062C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
88946	YLR074C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
89068	YLR079W		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
89208	YLR085C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
90042	YLR119W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
91665	YLR200W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
92786	YLR242C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
92860	YLR244C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
93292	YLR262C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
93945	YLR288C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
93973	YLR289W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
94813	YLR322W		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
94991	YLR330W		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
95242	YLR337C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
95752	YLR357W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
95824	YLR358C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
95916	YLR360W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
96069	YLR368W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
96777	YLR384C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
96868	YLR386W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
97229	YLR399C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
97245	YLR400W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
97538	YLR410W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
97782	YLR417W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
97879	YLR418C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
98019	YLR423C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
98918	YML001W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
99645	YML014W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
99753	YML017W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
99797	YML019W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
101112	YML073C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
101665	YML097C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
101794	YML103C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
102083	YML115C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
102319	YML121W		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
102362	YML122C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
102440	YML123C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
102530	YML128C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
102893	YMR015C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
103209	YMR029C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
103587	YMR038C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
104092	YMR063W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
104204	YMR066W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
104341	YMR071C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
104430	YMR073C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
104447	YMR074C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
104631	YMR077C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
104797	YMR083W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
104812	YMR084W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
105286	YMR107W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
105643	YMR123W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
105708	YMR125W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
106042	YMR142C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
106159	YMR145C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
106637	YMR166C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
108421	YMR238W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
109205	YMR273C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
109368	YMR280C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
109621	YMR287C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
110243	YMR312W		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
110525	YNL005C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
110654	YNL015W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
111104	YNL040W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
111512	YNL056W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
111762	YNL064C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
112101	YNL076W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
112206	YNL079C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
112710	YNL097C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
112845	YNL099C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
112877	YNL101W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
113055	YNL107W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
113136	YNL111C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
113260	YNL119W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
113302	YNL120C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
113432	YNL127W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
113603	YNL135C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
114042	YNL148C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
114087	YNL153C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
114597	YNL183C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
114720	YNL190W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
114868	YNL197C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
115693	YNL228W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
115833	YNL229C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
115957	YNL235C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
116324	YNL246W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
116911	YNL271C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
117296	YNL288W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
117474	YNL294C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
117642	YNL297C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
117709	YNL298W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
117805	YNL302C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
118135	YNL319W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
118305	YNL323W		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
118745	YNR005C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
118893	YNR006W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
119003	YNR010W		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
119064	YNR014W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
119660	YNR041C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
119800	YNR047W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
120547	YOL003C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
121148	YOL018C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
121358	YOL030W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
121833	YOL050C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
122114	YOL061W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
123954	YOL148C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
124472	YOR012W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
124867	YOR030W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
124913	YOR033C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
125453	YOR043W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
125756	YOR061W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
126172	YOR070C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
126327	YOR078W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
127053	YOR106W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
127647	YOR135C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
127697	YOR136W		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
128402	YOR171C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
128696	YOR187W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
128964	YOR198C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
129005	YOR199W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
129054	YOR200W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
129529	YOR222W		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
130426	YOR275C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
130557	YOR288C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
131155	YOR306C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
131345	YOR312C		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
132051	YOR337W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
132401	YOR357C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
132446	YOR358W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
133145	YPL002C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
134136	YPL042C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
134331	YPL045W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
134539	YPL051W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
134637	YPL055C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
135051	YPL065W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
135523	YPL084W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
135604	YPL086C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
136101	YPL102C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
136880	YPL129W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
137108	YPL139C		S288c	systematic mutation set	resistance to chemicals	decreased	wortmannin	 	
137218	YPL144W		S288c	systematic mutation set	resistance to chemicals	increased	wortmannin	 	
137261	YPL145C		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
137379	YPL150W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
137409	YPL152W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
137872	YPL170W		S288c	systematic mutation set	resistance to chemicals	normal	wortmannin	 	
