,Molecule List Name,Precursor Name,Precursor Formula,Precursor Adduct,Precursor Charge,Product m/z,Product Charge,CCS
3399,AllCCS-32859911.0,N8-Acetylspermidine,C9H21N3O,[M+Na]+,1.0,210.1577,1.0,147.7
3403,DarkChem-31661259.0,Lysine,C6H14N2O2,[M+H]+,1.0,147.1128,1.0,133.4
3405,AllCCS-32859911.0,Lysine,C6H14N2O2,[M+H]+,1.0,147.1128,1.0,133.2
3407,DeepCCS-30932474.0,Lysine,C6H14N2O2,[M+H]+,1.0,147.1128,1.0,131.4
3410,DeepCCS-30932474.0,Lysine,C6H14N2O2,[M+Na]+,1.0,169.0947,1.0,140.1
3411,AllCCS-32859911.0,Lysine,C6H14N2O2,[M+H-H2O]+,1.0,129.1022,1.0,129.2
3412,AllCCS-32859911.0,Lysine,C6H14N2O2,[M+NH4]+,1.0,164.1394,1.0,136.9
3413,AllCCS-32859911.0,Lysine,C6H14N2O2,[M+Na]+,1.0,169.0947,1.0,138.0
3417,AllCCS-32859911.0,Shikimic acid 3-phosphate,C7H11O8P,[M+H]+,1.0,255.0264,1.0,155.4
3418,AllCCS-32859911.0,Shikimic acid 3-phosphate,C7H11O8P,[M+H-H2O]+,1.0,237.0159,1.0,151.8
3419,AllCCS-32859911.0,Shikimic acid 3-phosphate,C7H11O8P,[M+Na]+,1.0,277.0084,1.0,159.7
3420,AllCCS-32859911.0,Shikimic acid 3-phosphate,C7H11O8P,[M+NH4]+,1.0,272.053,1.0,158.8
3424,DeepCCS-30932474.0,Shikimic acid 3-phosphate,C7H11O8P,[M+H]+,1.0,255.0264,1.0,146.9
3427,DeepCCS-30932474.0,Shikimic acid 3-phosphate,C7H11O8P,[M+Na]+,1.0,277.0084,1.0,152.8
3428,DeepCCS-30932474.0,2-Maleylacetate,C6H6O5,[M+H]+,1.0,159.0288,1.0,129.4
3431,DeepCCS-30932474.0,2-Maleylacetate,C6H6O5,[M+Na]+,1.0,181.0107,1.0,138.4
3432,AllCCS-32859911.0,2-Maleylacetate,C6H6O5,[M+H]+,1.0,159.0288,1.0,134.2
3433,AllCCS-32859911.0,2-Maleylacetate,C6H6O5,[M+H-H2O]+,1.0,141.0182,1.0,130.1
3434,AllCCS-32859911.0,2-Maleylacetate,C6H6O5,[M+NH4]+,1.0,176.0553,1.0,137.9
3435,AllCCS-32859911.0,2-Maleylacetate,C6H6O5,[M+Na]+,1.0,181.0107,1.0,139.0
3439,DarkChem-31661259.0,(R)-Lipoic acid,C8H14O2S2,[M+H]+,1.0,207.0508,1.0,146.3
3441,AllCCS-32859911.0,(R)-Lipoic acid,C8H14O2S2,[M+H]+,1.0,207.0508,1.0,143.4
3443,DeepCCS-30932474.0,(R)-Lipoic acid,C8H14O2S2,[M+H]+,1.0,207.0508,1.0,142.3
3446,DeepCCS-30932474.0,(R)-Lipoic acid,C8H14O2S2,[M+Na]+,1.0,229.0327,1.0,149.6
3448,AllCCS-32859911.0,(R)-Lipoic acid,C8H14O2S2,[M+H-H2O]+,1.0,189.0402,1.0,139.7
3449,AllCCS-32859911.0,(R)-Lipoic acid,C8H14O2S2,[M+NH4]+,1.0,224.0773,1.0,147.0
3450,AllCCS-32859911.0,(R)-Lipoic acid,C8H14O2S2,[M+Na]+,1.0,229.0327,1.0,148.0
3454,DarkChem-31661259.0,gamma-Aminobutyric acid,C4H9NO2,[M+H]+,1.0,104.0706,1.0,120.0
3456,AllCCS-32859911.0,gamma-Aminobutyric acid,C4H9NO2,[M+H]+,1.0,104.0706,1.0,125.7
3458,DeepCCS-30932474.0,gamma-Aminobutyric acid,C4H9NO2,[M+H]+,1.0,104.0706,1.0,133.7
3461,DeepCCS-30932474.0,gamma-Aminobutyric acid,C4H9NO2,[M+Na]+,1.0,126.0525,1.0,141.8
3463,AllCCS-32859911.0,gamma-Aminobutyric acid,C4H9NO2,[M+H-H2O]+,1.0,86.06,1.0,121.4
3464,AllCCS-32859911.0,gamma-Aminobutyric acid,C4H9NO2,[M+NH4]+,1.0,121.0972,1.0,129.7
3465,AllCCS-32859911.0,gamma-Aminobutyric acid,C4H9NO2,[M+Na]+,1.0,126.0525,1.0,130.9
3469,DarkChem-31661259.0,Benzoin,C14H12O2,[M+H]+,1.0,213.091,1.0,149.5
3471,DeepCCS-30932474.0,Benzoin,C14H12O2,[M+H]+,1.0,213.091,1.0,145.7
3474,DeepCCS-30932474.0,Benzoin,C14H12O2,[M+Na]+,1.0,235.0729,1.0,151.7
3475,AllCCS-32859911.0,Benzoin,C14H12O2,[M+H]+,1.0,213.091,1.0,148.3
3476,AllCCS-32859911.0,Benzoin,C14H12O2,[M+H-H2O]+,1.0,195.0804,1.0,143.9
3477,AllCCS-32859911.0,Benzoin,C14H12O2,[M+NH4]+,1.0,230.1176,1.0,152.4
3478,AllCCS-32859911.0,Benzoin,C14H12O2,[M+Na]+,1.0,235.0729,1.0,153.5
3482,DarkChem-31661259.0,(S)-3-Hydroxyisobutyric acid,C4H8O3,[M+H]+,1.0,105.0546,1.0,121.1
3484,AllCCS-32859911.0,(S)-3-Hydroxyisobutyric acid,C4H8O3,[M+H]+,1.0,105.0546,1.0,126.8
3486,DeepCCS-30932474.0,(S)-3-Hydroxyisobutyric acid,C4H8O3,[M+H]+,1.0,105.0546,1.0,118.7
3489,DeepCCS-30932474.0,(S)-3-Hydroxyisobutyric acid,C4H8O3,[M+Na]+,1.0,127.0366,1.0,127.2
3491,AllCCS-32859911.0,(S)-3-Hydroxyisobutyric acid,C4H8O3,[M+H-H2O]+,1.0,87.0441,1.0,122.5
3492,AllCCS-32859911.0,(S)-3-Hydroxyisobutyric acid,C4H8O3,[M+NH4]+,1.0,122.0812,1.0,130.8
3493,AllCCS-32859911.0,(S)-3-Hydroxyisobutyric acid,C4H8O3,[M+Na]+,1.0,127.0366,1.0,132.0
3497,DarkChem-31661259.0,Succinic acid,C4H6O4,[M+H]+,1.0,119.0339,1.0,124.5
3499,AllCCS-32859911.0,Succinic acid,C4H6O4,[M+H]+,1.0,119.0339,1.0,128.1
3501,DeepCCS-30932474.0,Succinic acid,C4H6O4,[M+H]+,1.0,119.0339,1.0,123.0
3504,DeepCCS-30932474.0,Succinic acid,C4H6O4,[M+Na]+,1.0,141.0158,1.0,131.5
3506,AllCCS-32859911.0,Succinic acid,C4H6O4,[M+H-H2O]+,1.0,101.0233,1.0,123.8
3507,AllCCS-32859911.0,Succinic acid,C4H6O4,[M+NH4]+,1.0,136.0604,1.0,132.0
3508,AllCCS-32859911.0,Succinic acid,C4H6O4,[M+Na]+,1.0,141.0158,1.0,133.1
3512,DarkChem-31661259.0,N1-Acetylspermine,C12H28N4O,[M+H]+,1.0,245.2336,1.0,158.5
3514,AllCCS-32859911.0,N1-Acetylspermine,C12H28N4O,[M+H]+,1.0,245.2336,1.0,158.1
3516,DeepCCS-30932474.0,N1-Acetylspermine,C12H28N4O,[M+H]+,1.0,245.2336,1.0,156.1
3519,DeepCCS-30932474.0,N1-Acetylspermine,C12H28N4O,[M+Na]+,1.0,267.2155,1.0,163.8
3521,AllCCS-32859911.0,N1-Acetylspermine,C12H28N4O,[M+H-H2O]+,1.0,227.223,1.0,155.1
3522,AllCCS-32859911.0,N1-Acetylspermine,C12H28N4O,[M+NH4]+,1.0,262.2601,1.0,160.9
3523,AllCCS-32859911.0,N1-Acetylspermine,C12H28N4O,[M+Na]+,1.0,267.2155,1.0,161.6
3528,DarkChem-31661259.0,3-Phosphoglyceric acid,C3H7O7P,[M+H]+,1.0,187.0002,1.0,139.4
3530,AllCCS-32859911.0,3-Phosphoglyceric acid,C3H7O7P,[M+H]+,1.0,187.0002,1.0,140.7
3532,DeepCCS-30932474.0,3-Phosphoglyceric acid,C3H7O7P,[M+H]+,1.0,187.0002,1.0,126.5
3535,DeepCCS-30932474.0,3-Phosphoglyceric acid,C3H7O7P,[M+Na]+,1.0,208.9822,1.0,135.2
3537,AllCCS-32859911.0,3-Phosphoglyceric acid,C3H7O7P,[M+H-H2O]+,1.0,168.9897,1.0,136.9
3538,AllCCS-32859911.0,3-Phosphoglyceric acid,C3H7O7P,[M+NH4]+,1.0,204.0268,1.0,144.2
3539,AllCCS-32859911.0,3-Phosphoglyceric acid,C3H7O7P,[M+Na]+,1.0,208.9822,1.0,145.2
3543,DarkChem-31661259.0,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol",C38H60O3,[M+H]+,1.0,565.4615,1.0,234.5
3545,DeepCCS-30932474.0,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol",C38H60O3,[M+H]+,1.0,565.4615,1.0,248.0
3548,DeepCCS-30932474.0,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol",C38H60O3,[M+Na]+,1.0,587.4435,1.0,253.9
3549,AllCCS-32859911.0,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol",C38H60O3,[M+H]+,1.0,565.4615,1.0,250.5
3550,AllCCS-32859911.0,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol",C38H60O3,[M+H-H2O]+,1.0,547.451,1.0,249.0
3551,AllCCS-32859911.0,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol",C38H60O3,[M+NH4]+,1.0,582.4881,1.0,251.8
3552,AllCCS-32859911.0,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol",C38H60O3,[M+Na]+,1.0,587.4435,1.0,252.2
3556,DarkChem-31661259.0,Glycolaldehyde,C2H4O2,[M+H]+,1.0,61.0284,1.0,108.2
3558,DeepCCS-30932474.0,Glycolaldehyde,C2H4O2,[M+H]+,1.0,61.0284,1.0,120.4
3561,DeepCCS-30932474.0,Glycolaldehyde,C2H4O2,[M+Na]+,1.0,83.0103,1.0,128.3
3562,AllCCS-32859911.0,Glycolaldehyde,C2H4O2,[M+H]+,1.0,61.0284,1.0,121.3
3564,AllCCS-32859911.0,Glycolaldehyde,C2H4O2,[M+NH4]+,1.0,78.055,1.0,125.6
3565,AllCCS-32859911.0,Glycolaldehyde,C2H4O2,[M+Na]+,1.0,83.0103,1.0,126.8
3571,DarkChem-31661259.0,1-Methylnicotinamide,C7H9N2O,[M+H]+,1.0,138.0788,1.0,130.4
3573,AllCCS-32859911.0,1-Methylnicotinamide,C7H9N2O,[M+H]+,1.0,138.0788,1.0,126.6
3575,DeepCCS-30932474.0,1-Methylnicotinamide,C7H9N2O,[M+H]+,1.0,138.0788,1.0,131.3
3578,DeepCCS-30932474.0,1-Methylnicotinamide,C7H9N2O,[M+Na]+,1.0,160.0607,1.0,138.9
3580,AllCCS-32859911.0,1-Methylnicotinamide,C7H9N2O,[M+H-H2O]+,1.0,120.0682,1.0,122.0
3581,AllCCS-32859911.0,1-Methylnicotinamide,C7H9N2O,[M+NH4]+,1.0,155.1053,1.0,131.0
3582,AllCCS-32859911.0,1-Methylnicotinamide,C7H9N2O,[M+Na]+,1.0,160.0607,1.0,132.3
3586,DarkChem-31661259.0,"Adenosine 3',5'-diphosphate",C10H15N5O10P2,[M+H]+,1.0,428.0367,1.0,193.2
3588,AllCCS-32859911.0,"Adenosine 3',5'-diphosphate",C10H15N5O10P2,[M+H]+,1.0,428.0367,1.0,188.2
3590,DeepCCS-30932474.0,"Adenosine 3',5'-diphosphate",C10H15N5O10P2,[M+H]+,1.0,428.0367,1.0,169.0
3593,DeepCCS-30932474.0,"Adenosine 3',5'-diphosphate",C10H15N5O10P2,[M+Na]+,1.0,450.0186,1.0,175.9
3595,AllCCS-32859911.0,"Adenosine 3',5'-diphosphate",C10H15N5O10P2,[M+H-H2O]+,1.0,410.0261,1.0,185.8
3596,AllCCS-32859911.0,"Adenosine 3',5'-diphosphate",C10H15N5O10P2,[M+NH4]+,1.0,445.0632,1.0,190.3
3597,AllCCS-32859911.0,"Adenosine 3',5'-diphosphate",C10H15N5O10P2,[M+Na]+,1.0,450.0186,1.0,191.0
3601,DarkChem-31661259.0,SAICAR,C13H19N4O12P,[M+H]+,1.0,455.081,1.0,203.7
3603,AllCCS-32859911.0,SAICAR,C13H19N4O12P,[M+H]+,1.0,455.081,1.0,192.7
3605,DeepCCS-30932474.0,SAICAR,C13H19N4O12P,[M+H]+,1.0,455.081,1.0,179.2
3608,DeepCCS-30932474.0,SAICAR,C13H19N4O12P,[M+Na]+,1.0,477.0629,1.0,185.1
3610,AllCCS-32859911.0,SAICAR,C13H19N4O12P,[M+H-H2O]+,1.0,437.0704,1.0,190.7
3611,AllCCS-32859911.0,SAICAR,C13H19N4O12P,[M+NH4]+,1.0,472.1075,1.0,194.5
3612,AllCCS-32859911.0,SAICAR,C13H19N4O12P,[M+Na]+,1.0,477.0629,1.0,195.0
3617,DarkChem-31661259.0,Inosinic acid,C10H13N4O8P,[M+H]+,1.0,349.0544,1.0,176.8
3619,AllCCS-32859911.0,Inosinic acid,C10H13N4O8P,[M+H]+,1.0,349.0544,1.0,174.6
3621,DeepCCS-30932474.0,Inosinic acid,C10H13N4O8P,[M+H]+,1.0,349.0544,1.0,159.1
3624,DeepCCS-30932474.0,Inosinic acid,C10H13N4O8P,[M+Na]+,1.0,371.0363,1.0,165.2
3626,AllCCS-32859911.0,Inosinic acid,C10H13N4O8P,[M+H-H2O]+,1.0,331.0438,1.0,171.7
3627,AllCCS-32859911.0,Inosinic acid,C10H13N4O8P,[M+NH4]+,1.0,366.0809,1.0,177.3
3628,AllCCS-32859911.0,Inosinic acid,C10H13N4O8P,[M+Na]+,1.0,371.0363,1.0,178.1
3632,DarkChem-31661259.0,Ornithine,C5H12N2O2,[M+H]+,1.0,133.0972,1.0,129.6
3634,AllCCS-32859911.0,Ornithine,C5H12N2O2,[M+H]+,1.0,133.0972,1.0,130.7
3636,DeepCCS-30932474.0,Ornithine,C5H12N2O2,[M+H]+,1.0,133.0972,1.0,126.8
3639,DeepCCS-30932474.0,Ornithine,C5H12N2O2,[M+Na]+,1.0,155.0791,1.0,135.4
3641,AllCCS-32859911.0,Ornithine,C5H12N2O2,[M+H-H2O]+,1.0,115.0866,1.0,126.7
3642,AllCCS-32859911.0,Ornithine,C5H12N2O2,[M+NH4]+,1.0,150.1237,1.0,134.6
3643,AllCCS-32859911.0,Ornithine,C5H12N2O2,[M+Na]+,1.0,155.0791,1.0,135.7
3647,DarkChem-31661259.0,Indoleacetaldehyde,C10H9NO,[M+H]+,1.0,160.0757,1.0,133.6
3649,AllCCS-32859911.0,Indoleacetaldehyde,C10H9NO,[M+H]+,1.0,160.0757,1.0,134.0
3651,DeepCCS-30932474.0,Indoleacetaldehyde,C10H9NO,[M+H]+,1.0,160.0757,1.0,134.2
3654,DeepCCS-30932474.0,Indoleacetaldehyde,C10H9NO,[M+Na]+,1.0,182.0576,1.0,143.3
3656,AllCCS-32859911.0,Indoleacetaldehyde,C10H9NO,[M+H-H2O]+,1.0,142.0651,1.0,129.4
3657,AllCCS-32859911.0,Indoleacetaldehyde,C10H9NO,[M+NH4]+,1.0,177.1022,1.0,138.2
3658,AllCCS-32859911.0,Indoleacetaldehyde,C10H9NO,[M+Na]+,1.0,182.0576,1.0,139.5
3662,DarkChem-31661259.0,O-Phospho-4-hydroxy-L-threonine,C4H10NO7P,[M+H]+,1.0,216.0268,1.0,145.7
3664,DeepCCS-30932474.0,O-Phospho-4-hydroxy-L-threonine,C4H10NO7P,[M+H]+,1.0,216.0268,1.0,140.2
3667,DeepCCS-30932474.0,O-Phospho-4-hydroxy-L-threonine,C4H10NO7P,[M+Na]+,1.0,238.0087,1.0,146.1
3668,AllCCS-32859911.0,O-Phospho-4-hydroxy-L-threonine,C4H10NO7P,[M+H]+,1.0,216.0268,1.0,146.3
3669,AllCCS-32859911.0,O-Phospho-4-hydroxy-L-threonine,C4H10NO7P,[M+H-H2O]+,1.0,198.0162,1.0,142.7
3670,AllCCS-32859911.0,O-Phospho-4-hydroxy-L-threonine,C4H10NO7P,[M+NH4]+,1.0,233.0533,1.0,149.6
3671,AllCCS-32859911.0,O-Phospho-4-hydroxy-L-threonine,C4H10NO7P,[M+Na]+,1.0,238.0087,1.0,150.5
3680,DeepCCS-30932474.0,Calcium,Ca,[M+Na]+,1.0,62.9518,1.0,116.5
3681,DarkChem-31661259.0,Geranylgeranyl-PP,C20H36O7P2,[M+H]+,1.0,451.2009,1.0,204.7
3683,DeepCCS-30932474.0,Geranylgeranyl-PP,C20H36O7P2,[M+H]+,1.0,451.2009,1.0,194.1
3686,DeepCCS-30932474.0,Geranylgeranyl-PP,C20H36O7P2,[M+Na]+,1.0,473.1828,1.0,202.7
3687,AllCCS-32859911.0,Geranylgeranyl-PP,C20H36O7P2,[M+H]+,1.0,451.2009,1.0,215.8
3688,AllCCS-32859911.0,Geranylgeranyl-PP,C20H36O7P2,[M+H-H2O]+,1.0,433.1903,1.0,213.7
3689,AllCCS-32859911.0,Geranylgeranyl-PP,C20H36O7P2,[M+NH4]+,1.0,468.2274,1.0,217.7
3690,AllCCS-32859911.0,Geranylgeranyl-PP,C20H36O7P2,[M+Na]+,1.0,473.1828,1.0,218.3
3694,DarkChem-31661259.0,Adenosine diphosphate ribose,C15H23N5O14P2,[M+H]+,1.0,560.0789,1.0,221.8
3696,AllCCS-32859911.0,Adenosine diphosphate ribose,C15H23N5O14P2,[M+H]+,1.0,560.0789,1.0,214.8
3698,DeepCCS-30932474.0,Adenosine diphosphate ribose,C15H23N5O14P2,[M+H]+,1.0,560.0789,1.0,183.3
3701,DeepCCS-30932474.0,Adenosine diphosphate ribose,C15H23N5O14P2,[M+Na]+,1.0,582.0609,1.0,190.8
3703,AllCCS-32859911.0,Adenosine diphosphate ribose,C15H23N5O14P2,[M+H-H2O]+,1.0,542.0684,1.0,213.4
3704,AllCCS-32859911.0,Adenosine diphosphate ribose,C15H23N5O14P2,[M+NH4]+,1.0,577.1055,1.0,216.1
3705,AllCCS-32859911.0,Adenosine diphosphate ribose,C15H23N5O14P2,[M+Na]+,1.0,582.0609,1.0,216.5
3710,DarkChem-31661259.0,Xylulose 5-phosphate,C5H11O8P,[M+H]+,1.0,231.0264,1.0,154.8
3712,AllCCS-32859911.0,Xylulose 5-phosphate,C5H11O8P,[M+H]+,1.0,231.0264,1.0,148.3
3714,DeepCCS-30932474.0,Xylulose 5-phosphate,C5H11O8P,[M+H]+,1.0,231.0264,1.0,138.0
3717,DeepCCS-30932474.0,Xylulose 5-phosphate,C5H11O8P,[M+Na]+,1.0,253.0084,1.0,144.1
3719,AllCCS-32859911.0,Xylulose 5-phosphate,C5H11O8P,[M+H-H2O]+,1.0,213.0159,1.0,144.8
3720,AllCCS-32859911.0,Xylulose 5-phosphate,C5H11O8P,[M+NH4]+,1.0,248.053,1.0,151.6
3721,AllCCS-32859911.0,Xylulose 5-phosphate,C5H11O8P,[M+Na]+,1.0,253.0084,1.0,152.5
3725,DarkChem-31661259.0,Pyridoxal 5'-phosphate,C8H10NO6P,[M+H]+,1.0,248.0318,1.0,152.8
3727,AllCCS-32859911.0,Pyridoxal 5'-phosphate,C8H10NO6P,[M+H]+,1.0,248.0318,1.0,152.9
3729,DeepCCS-30932474.0,Pyridoxal 5'-phosphate,C8H10NO6P,[M+H]+,1.0,248.0318,1.0,147.6
3732,DeepCCS-30932474.0,Pyridoxal 5'-phosphate,C8H10NO6P,[M+Na]+,1.0,270.0138,1.0,154.8
3734,AllCCS-32859911.0,Pyridoxal 5'-phosphate,C8H10NO6P,[M+H-H2O]+,1.0,230.0213,1.0,149.2
3735,AllCCS-32859911.0,Pyridoxal 5'-phosphate,C8H10NO6P,[M+NH4]+,1.0,265.0584,1.0,156.4
3736,AllCCS-32859911.0,Pyridoxal 5'-phosphate,C8H10NO6P,[M+Na]+,1.0,270.0138,1.0,157.4
3740,DarkChem-31661259.0,L-Tyrosine,C9H11NO3,[M+H]+,1.0,182.0812,1.0,141.8
3742,AllCCS-32859911.0,L-Tyrosine,C9H11NO3,[M+H]+,1.0,182.0812,1.0,140.5
3744,DeepCCS-30932474.0,L-Tyrosine,C9H11NO3,[M+H]+,1.0,182.0812,1.0,138.9
3745,DeepCCS-30932474.0,L-Tyrosine,C9H11NO3,[M+H]+,1.0,182.0812,1.0,135.3
3749,DeepCCS-30932474.0,L-Tyrosine,C9H11NO3,[M+Na]+,1.0,204.0631,1.0,146.6
3751,DeepCCS-30932474.0,L-Tyrosine,C9H11NO3,[M+Na]+,1.0,204.0631,1.0,144.4
3753,AllCCS-32859911.0,L-Tyrosine,C9H11NO3,[M+H-H2O]+,1.0,164.0706,1.0,136.3
3754,AllCCS-32859911.0,L-Tyrosine,C9H11NO3,[M+NH4]+,1.0,199.1077,1.0,144.4
3755,AllCCS-32859911.0,L-Tyrosine,C9H11NO3,[M+Na]+,1.0,204.0631,1.0,145.5
3759,DarkChem-31661259.0,alpha-Ketoisovaleric acid,C5H8O3,[M+H]+,1.0,117.0546,1.0,124.0
3761,AllCCS-32859911.0,alpha-Ketoisovaleric acid,C5H8O3,[M+H]+,1.0,117.0546,1.0,127.9
3763,DeepCCS-30932474.0,alpha-Ketoisovaleric acid,C5H8O3,[M+H]+,1.0,117.0546,1.0,125.9
3766,DeepCCS-30932474.0,alpha-Ketoisovaleric acid,C5H8O3,[M+Na]+,1.0,139.0366,1.0,134.4
3768,AllCCS-32859911.0,alpha-Ketoisovaleric acid,C5H8O3,[M+H-H2O]+,1.0,99.0441,1.0,123.7
3769,AllCCS-32859911.0,alpha-Ketoisovaleric acid,C5H8O3,[M+NH4]+,1.0,134.0812,1.0,131.8
3770,AllCCS-32859911.0,alpha-Ketoisovaleric acid,C5H8O3,[M+Na]+,1.0,139.0366,1.0,132.9
3774,DarkChem-31661259.0,N1-Acetylspermidine,C9H21N3O,[M+H]+,1.0,188.1757,1.0,142.7
3776,AllCCS-32859911.0,N1-Acetylspermidine,C9H21N3O,[M+H]+,1.0,188.1757,1.0,142.9
3778,DeepCCS-30932474.0,N1-Acetylspermidine,C9H21N3O,[M+H]+,1.0,188.1757,1.0,145.1
3781,DeepCCS-30932474.0,N1-Acetylspermidine,C9H21N3O,[M+Na]+,1.0,210.1577,1.0,154.2
3783,AllCCS-32859911.0,N1-Acetylspermidine,C9H21N3O,[M+H-H2O]+,1.0,170.1652,1.0,139.4
3784,AllCCS-32859911.0,N1-Acetylspermidine,C9H21N3O,[M+NH4]+,1.0,205.2023,1.0,146.2
3785,AllCCS-32859911.0,N1-Acetylspermidine,C9H21N3O,[M+Na]+,1.0,210.1577,1.0,147.1
3789,DarkChem-31661259.0,Diacetyl,C4H6O2,[M+H]+,1.0,87.0441,1.0,116.3
3791,DeepCCS-30932474.0,Diacetyl,C4H6O2,[M+H]+,1.0,87.0441,1.0,121.1
3794,DeepCCS-30932474.0,Diacetyl,C4H6O2,[M+Na]+,1.0,109.026,1.0,129.2
3795,AllCCS-32859911.0,Diacetyl,C4H6O2,[M+H]+,1.0,87.0441,1.0,123.0
3796,AllCCS-32859911.0,Diacetyl,C4H6O2,[M+H-H2O]+,1.0,69.0335,1.0,118.6
3797,AllCCS-32859911.0,Diacetyl,C4H6O2,[M+NH4]+,1.0,104.0706,1.0,127.2
3798,AllCCS-32859911.0,Diacetyl,C4H6O2,[M+Na]+,1.0,109.026,1.0,128.3
3802,DarkChem-31661259.0,3-Isopropylmalic acid,C7H12O5,[M+H]+,1.0,177.0757,1.0,143.3
3804,DeepCCS-30932474.0,3-Isopropylmalic acid,C7H12O5,[M+H]+,1.0,177.0757,1.0,139.6
3807,DeepCCS-30932474.0,3-Isopropylmalic acid,C7H12O5,[M+Na]+,1.0,199.0577,1.0,145.5
3809,AllCCS-32859911.0,3-Isopropylmalic acid,C7H12O5,[M+H-H2O]+,1.0,159.0652,1.0,135.9
3810,AllCCS-32859911.0,3-Isopropylmalic acid,C7H12O5,[M+NH4]+,1.0,194.1023,1.0,143.2
3811,AllCCS-32859911.0,3-Isopropylmalic acid,C7H12O5,[M+Na]+,1.0,199.0577,1.0,144.2
3815,DarkChem-31661259.0,Histidine,C6H9N3O2,[M+H]+,1.0,156.0768,1.0,133.8
3817,AllCCS-32859911.0,Histidine,C6H9N3O2,[M+H]+,1.0,156.0768,1.0,134.4
3819,DeepCCS-30932474.0,Histidine,C6H9N3O2,[M+H]+,1.0,156.0768,1.0,129.1
3820,DeepCCS-30932474.0,Histidine,C6H9N3O2,[M+H]+,1.0,156.0768,1.0,125.2
3824,DeepCCS-30932474.0,Histidine,C6H9N3O2,[M+Na]+,1.0,178.0587,1.0,138.3
3826,DeepCCS-30932474.0,Histidine,C6H9N3O2,[M+Na]+,1.0,178.0587,1.0,134.1
3828,AllCCS-32859911.0,Histidine,C6H9N3O2,[M+H-H2O]+,1.0,138.0662,1.0,130.1
3829,AllCCS-32859911.0,Histidine,C6H9N3O2,[M+NH4]+,1.0,173.1033,1.0,138.5
3830,AllCCS-32859911.0,Histidine,C6H9N3O2,[M+Na]+,1.0,178.0587,1.0,139.6
3839,DeepCCS-30932474.0,Superoxide,O2,[M+Na]+,1.0,54.979,1.0,116.5
3840,DarkChem-31661259.0,Glycineamideribotide,C7H15N2O8P,[M+H]+,1.0,287.0639,1.0,166.3
3842,DeepCCS-30932474.0,Glycineamideribotide,C7H15N2O8P,[M+H]+,1.0,287.0639,1.0,154.7
3845,DeepCCS-30932474.0,Glycineamideribotide,C7H15N2O8P,[M+Na]+,1.0,309.0458,1.0,161.8
3846,AllCCS-32859911.0,Glycineamideribotide,C7H15N2O8P,[M+H]+,1.0,287.0639,1.0,160.5
3847,AllCCS-32859911.0,Glycineamideribotide,C7H15N2O8P,[M+H-H2O]+,1.0,269.0533,1.0,157.2
3848,AllCCS-32859911.0,Glycineamideribotide,C7H15N2O8P,[M+NH4]+,1.0,304.0904,1.0,163.5
3849,AllCCS-32859911.0,Glycineamideribotide,C7H15N2O8P,[M+Na]+,1.0,309.0458,1.0,164.4
3853,DarkChem-31661259.0,Kynurenine,C10H12N2O3,[M+H]+,1.0,209.0921,1.0,148.7
3855,AllCCS-32859911.0,Kynurenine,C10H12N2O3,[M+H]+,1.0,209.0921,1.0,146.9
3857,DeepCCS-30932474.0,Kynurenine,C10H12N2O3,[M+H]+,1.0,209.0921,1.0,144.3
3860,DeepCCS-30932474.0,Kynurenine,C10H12N2O3,[M+Na]+,1.0,231.074,1.0,150.3
3862,AllCCS-32859911.0,Kynurenine,C10H12N2O3,[M+H-H2O]+,1.0,191.0815,1.0,143.0
3863,AllCCS-32859911.0,Kynurenine,C10H12N2O3,[M+NH4]+,1.0,226.1186,1.0,150.6
3864,AllCCS-32859911.0,Kynurenine,C10H12N2O3,[M+Na]+,1.0,231.074,1.0,151.7
3868,DeepCCS-30932474.0,Pantoic acid,C6H12O4,[M+H]+,1.0,149.0808,1.0,131.7
3871,DeepCCS-30932474.0,Pantoic acid,C6H12O4,[M+Na]+,1.0,171.0628,1.0,140.9
3872,AllCCS-32859911.0,Pantoic acid,C6H12O4,[M+H]+,1.0,149.0808,1.0,134.3
3873,AllCCS-32859911.0,Pantoic acid,C6H12O4,[M+H-H2O]+,1.0,131.0703,1.0,130.4
3874,AllCCS-32859911.0,Pantoic acid,C6H12O4,[M+NH4]+,1.0,166.1074,1.0,138.0
3875,AllCCS-32859911.0,Pantoic acid,C6H12O4,[M+Na]+,1.0,171.0628,1.0,139.0
3879,DarkChem-31661259.0,(S)-Ureidoglycolic acid,C3H6N2O4,[M+H]+,1.0,135.04,1.0,127.8
3881,AllCCS-32859911.0,(S)-Ureidoglycolic acid,C3H6N2O4,[M+H]+,1.0,135.04,1.0,132.0
3883,DeepCCS-30932474.0,(S)-Ureidoglycolic acid,C3H6N2O4,[M+H]+,1.0,135.04,1.0,123.3
3886,DeepCCS-30932474.0,(S)-Ureidoglycolic acid,C3H6N2O4,[M+Na]+,1.0,157.022,1.0,132.3
