Group1,Group2,Feature,U_stat,p_raw,p_corrected,significant
None,PosHigh,Adenosine phosphate [[M+H]],72.0,0.7349852214121391,0.8913650557551474,False
None,PosHigh,Adenosine-3'-5'-Diphosphate [[M+H]],42.0,0.14808606158507112,0.4185572980338374,False
None,PosHigh,Alpha-D-Glucose [[M+Na]],81.0,0.37217143978212575,0.6629303771119115,False
None,PosHigh,Aminoadipate [[M+Na]],83.0,0.3098652593617933,0.6174215388050053,False
None,PosHigh,Argininosuccinic acid [[M+H]],39.0,0.10289828405120355,0.34842785292585754,False
None,PosHigh,Asparagine [[M+NH4]],49.0,0.3098652593617933,0.6174215388050053,False
None,PosHigh,Biotin [[M+H]],54.0,0.4790843272053482,0.7413884158562402,False
None,PosHigh,Choline [[M+H]],78.0,0.4790843272053482,0.7413884158562402,False
None,PosHigh,Cytidine [[M+H]],16.0,0.0023151138829677065,0.030452651845190602,True
None,PosHigh,D-(+)-Melibiose [[M+Na]],79.0,0.4417022877906004,0.7159345138596461,False
None,PosHigh,D-(+)-Turanose [[M+Na]],79.0,0.4417022877906004,0.7159345138596461,False
None,PosHigh,D-Fructose [[M+Na]],90.0,0.14808606158507112,0.4185572980338374,False
None,PosHigh,D-Galactose [[M+Na]],89.0,0.1661199704495876,0.45450423915007165,False
None,PosHigh,D-Glucose [[M+Na]],81.0,0.37217143978212575,0.6629303771119115,False
None,PosHigh,D-Mannose [[M+Na]],90.0,0.14808606158507112,0.4185572980338374,False
None,PosHigh,Deoxyadenosine [[M+H]],44.0,0.18575772936738766,0.48128138972459533,False
None,PosHigh,Galactose [[M+Na]],89.0,0.1661199704495876,0.45450423915007165,False
None,PosHigh,Glucosamine [[M+H]],104.0,0.021001057890991107,0.13058839634034472,False
None,PosHigh,Glutamic Acid [[M-H2O+H]],87.0,0.20706115487008614,0.5016506277483909,False
None,PosHigh,Glutathione [[M+H]],96.0,0.06943183161594255,0.27094478072775663,False
None,PosHigh,Histidine [[M+H]],46.0,0.23008418191625113,0.5281126860091133,False
None,PosHigh,Imidazoleacetic acid [[M+H]],56.0,0.5587598228708937,0.7736674470520066,False
None,PosHigh,Indole-3-Ethanol [[M+H]],82.0,0.3401043685615802,0.6412877382983458,False
None,PosHigh,Inositol [[M+Na]],82.0,0.3401043685615802,0.6412877382983458,False
None,PosHigh,Isomaltose [[M+Na]],79.0,0.4417022877906004,0.7159345138596461,False
None,PosHigh,L-Arginine [[M+H]],36.0,0.06943183161594255,0.27094478072775663,False
None,PosHigh,L-Citrulline [[M+H]],62.0,0.8294475889935782,0.9294435690225955,False
None,PosHigh,L-Glutamine [[M+H]],23.0,0.00890462720971815,0.08459395849232244,False
None,PosHigh,L-Histidinol [[M+H]],50.5,0.3556724054458733,0.6539782938843477,False
None,PosHigh,L-Tryptophan [[M+NH4]],32.0,0.03922845038753884,0.19153288291080398,False
None,PosHigh,Linoleic acid [[M+Na]],38.0,0.09054915588749132,0.3170191153384431,False
None,PosHigh,Maltose [[M+Na]],79.0,0.4417022877906004,0.7159345138596461,False
None,PosHigh,N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],15.0,0.0018831973747520166,0.026835562590216237,True
None,PosHigh,N2-Acetyl-L-ornithine [[M+H]],32.0,0.03922845038753884,0.19153288291080398,False
None,PosHigh,Nicotinamide [[M+H]],52.0,0.4060484491047267,0.6874681663060224,False
None,PosHigh,Nicotinamide ribotide [[M+H]],68.0,0.92611656601575,0.9809416549327993,False
None,PosHigh,O-acetyl-L-serine [[M+H]],86.0,0.22996903566066307,0.5281126860091133,False
None,PosHigh,Oleic acid [[M+Na]],29.0,0.024641633719871485,0.14304374327886007,False
None,PosHigh,Palatinose [[M+Na]],79.0,0.4417022877906004,0.7159345138596461,False
None,PosHigh,Pidolic Acid [[M+H]],98.0,0.05253897729199802,0.22744721815016863,False
None,PosHigh,Proline [[M+NH4]],45.0,0.20706115487008614,0.5016506277483909,False
None,PosHigh,Pyridoxal [[M+H]],71.0,0.7818140034887688,0.9120892179715709,False
None,PosHigh,Sucrose [[M+Na]],80.0,0.4060484491047267,0.6874681663060224,False
None,PosHigh,Thymine [[M+H]],66.0,1.0,1.0,False
None,PosHigh,Trehalose [[M+Na]],78.0,0.4790843272053482,0.7413884158562402,False
None,PosHigh,Xanthurenic acid [[M+H]],78.0,0.4790843272053482,0.7413884158562402,False
None,PosHigh,d-Desthiobiotin [[M+H]],30.0,0.028898088924363848,0.15940558729245866,False
None,PosHigh,gamma-Glutamylcysteine [[M+H]],121.0,0.0007958240403044202,0.019440844413150835,True
None,PosLow,2'-Deoxyguanosine-5'-Diphosphate [[M+H]],43.0,0.9678494879733269,1.0,False
None,PosLow,2'-Deoxyguanosine-5'-Monophosphate [[M+H]],45.0,0.9678494879733269,1.0,False
None,PosLow,2'-Deoxyuridine [[M+Na]],61.0,0.17737027334550554,0.4776427833398653,False
None,PosLow,5'-Deoxy-5'-Methylthioadenosine [[M+H]],51.0,0.5998782778968538,0.7996114910756099,False
None,PosLow,ATP [[M+H]],28.0,0.20600142891164563,0.5016506277483909,False
None,PosLow,Acetyl coenzyme A (Acetyl-CoA) [[M+H]],50.0,0.6574052022968432,0.8499030381383322,False
None,PosLow,Ademetionine [[M+H]],55.0,0.3950411473631288,0.6789149366743218,False
None,PosLow,Adenine [[M+H]],48.0,0.7779894683919452,0.9120892179715709,False
None,PosLow,Adenosine 5'-diphosphate (ADP) [[M+H]],43.0,0.9678494879733269,1.0,False
None,PosLow,Adenosine phosphate [[M+H]],47.0,0.8403852769177846,0.9294435690225955,False
None,PosLow,Adenosine-3'-5'-Diphosphate [[M+H]],44.0,1.0,1.0,False
None,PosLow,Alpha-D-Glucose [[M+Na]],55.0,0.3950411473631288,0.6789149366743218,False
None,PosLow,Aminoadipate [[M+Na]],60.0,0.20600142891164563,0.5016506277483909,False
None,PosLow,Argininosuccinic acid [[M+H]],36.0,0.5447593342330185,0.7573483427141964,False
None,PosLow,Asparagine [[M+NH4]],53.0,0.4920219099785663,0.7445641292596004,False
None,PosLow,Biotin [[M+H]],37.5,0.6201405701108726,0.8220468022399939,False
None,PosLow,Choline [[M+H]],29.0,0.2375433304225874,0.5284950343773873,False
None,PosLow,Cytidine [[M+H]],22.0,0.07541478129713425,0.28657616892911014,False
None,PosLow,D-(+)-Melibiose [[M+Na]],48.0,0.7779894683919452,0.9120892179715709,False
None,PosLow,D-(+)-Turanose [[M+Na]],48.0,0.7779894683919452,0.9120892179715709,False
None,PosLow,D-Fructose [[M+Na]],60.0,0.20600142891164563,0.5016506277483909,False
None,PosLow,D-Galactose [[M+Na]],59.0,0.2375433304225874,0.5284950343773873,False
None,PosLow,D-Glucose [[M+Na]],56.0,0.3510624222698526,0.6489910725204843,False
None,PosLow,D-Mannose [[M+Na]],60.0,0.20600142891164563,0.5016506277483909,False
None,PosLow,Deoxyadenosine [[M+H]],47.0,0.8403852769177846,0.9294435690225955,False
None,PosLow,Galactose [[M+Na]],59.0,0.2375433304225874,0.5284950343773873,False
None,PosLow,Glucosamine [[M+H]],66.0,0.07541478129713425,0.28657616892911014,False
None,PosLow,Glutamic Acid [[M-H2O+H]],65.0,0.09084173480458312,0.3170191153384431,False
None,PosLow,Glutathione [[M+H]],69.0,0.04088274986107804,0.19153288291080398,False
None,PosLow,Histidine [[M+H]],45.0,0.9678494879733269,1.0,False
None,PosLow,Imidazoleacetic acid [[M+H]],25.0,0.1288402000476304,0.3969540536673502,False
None,PosLow,Indole-3-Ethanol [[M+H]],53.0,0.4920219099785663,0.7445641292596004,False
None,PosLow,Inositol [[M+Na]],55.0,0.3950411473631288,0.6789149366743218,False
None,PosLow,Isomaltose [[M+Na]],48.0,0.7779894683919452,0.9120892179715709,False
None,PosLow,L-Arginine [[M+H]],35.0,0.4920219099785663,0.7445641292596004,False
None,PosLow,L-Citrulline [[M+H]],39.0,0.7167844195707973,0.8849829295783851,False
None,PosLow,L-Glutamine [[M+H]],24.0,0.10865020772141516,0.36429775530121555,False
None,PosLow,L-Histidinol [[M+H]],19.0,0.04088274986107804,0.19153288291080398,False
None,PosLow,L-Tryptophan [[M+NH4]],25.0,0.1288402000476304,0.3969540536673502,False
None,PosLow,Linoleic acid [[M+Na]],58.0,0.272287052472811,0.5748282218870454,False
None,PosLow,Maltose [[M+Na]],48.0,0.7779894683919452,0.9120892179715709,False
None,PosLow,N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],28.0,0.20600142891164563,0.5016506277483909,False
None,PosLow,N2-Acetyl-L-ornithine [[M+H]],30.0,0.272287052472811,0.5748282218870454,False
None,PosLow,Nicotinamide [[M+H]],44.0,1.0,1.0,False
None,PosLow,Nicotinamide ribotide [[M+H]],47.5,0.8024773364853524,0.9178837761805703,False
